town,county,office,district,party,candidate,winner,votes
Danbury,Merrimack,Executive Council,1,D,Beth Funicella,True,98
Dix's Grant,Coos,Executive Council,1,D,Beth Funicella,True,0
Dixville,Coos,Executive Council,1,D,Beth Funicella,True,0
Dorchester,Grafton,Executive Council,1,D,Beth Funicella,True,13
Dummer,Coos,Executive Council,1,D,Beth Funicella,True,20
Easton,Grafton,Executive Council,1,D,Beth Funicella,True,27
Eaton,Carroll,Executive Council,1,D,Beth Funicella,True,53
Effingham,Carroll,Executive Council,1,D,Beth Funicella,True,101
Ellsworth,Grafton,Executive Council,1,D,Beth Funicella,True,5
Enfield,Grafton,Executive Council,1,D,Beth Funicella,True,250
Errol,Coos,Executive Council,1,D,Beth Funicella,True,23
Erving's Location,Coos,Executive Council,1,D,Beth Funicella,True,0
Franconia,Grafton,Executive Council,1,D,Beth Funicella,True,83
Freedom,Carroll,Executive Council,1,D,Beth Funicella,True,114
Gilford,Belknap,Executive Council,1,D,Beth Funicella,True,470
Gorham,Coos,Executive Council,1,D,Beth Funicella,True,222
Grafton,Grafton,Executive Council,1,D,Beth Funicella,True,90
Grantham,Sullivan,Executive Council,1,D,Beth Funicella,True,292
Green's Grant,Coos,Executive Council,1,D,Beth Funicella,True,0
Groton,Grafton,Executive Council,1,D,Beth Funicella,True,28
Hadley's Purchase,Coos,Executive Council,1,D,Beth Funicella,True,0
Hale's Location,Carroll,Executive Council,1,D,Beth Funicella,True,5
Hanover,Grafton,Executive Council,1,D,Beth Funicella,True,903
Hart's Location,Carroll,Executive Council,1,D,Beth Funicella,True,8
Haverhill,Grafton,Executive Council,1,D,Beth Funicella,True,61
Hebron,Grafton,Executive Council,1,D,Beth Funicella,True,36
Hill,Merrimack,Executive Council,1,D,Beth Funicella,True,52
Holderness,Grafton,Executive Council,1,D,Beth Funicella,True,171
Jackson,Carroll,Executive Council,1,D,Beth Funicella,True,110
Jefferson,Coos,Executive Council,1,D,Beth Funicella,True,47
Kilkenny,Coos,Executive Council,1,D,Beth Funicella,True,0
Laconia,Belknap,Executive Council,1,D,Beth Funicella,True,706
Lancaster,Coos,Executive Council,1,D,Beth Funicella,True,122
Landaff,Grafton,Executive Council,1,D,Beth Funicella,True,12
Lebanon,Grafton,Executive Council,1,D,Beth Funicella,True,775
Lincoln,Grafton,Executive Council,1,D,Beth Funicella,True,61
Lisbon,Grafton,Executive Council,1,D,Beth Funicella,True,33
Littleton,Grafton,Executive Council,1,D,Beth Funicella,True,173
Livermore,Grafton,Executive Council,1,D,Beth Funicella,True,0
Low & Burbank's Grant,Coos,Executive Council,1,D,Beth Funicella,True,0
Lyman,Grafton,Executive Council,1,D,Beth Funicella,True,18
Lyme,Grafton,Executive Council,1,D,Beth Funicella,True,228
Madison,Carroll,Executive Council,1,D,Beth Funicella,True,169
Martin's Location,Coos,Executive Council,1,D,Beth Funicella,True,0
Meredith,Belknap,Executive Council,1,D,Beth Funicella,True,335
Middleton,Strafford,Executive Council,1,D,Beth Funicella,True,61
Milan,Coos,Executive Council,1,D,Beth Funicella,True,77
Millsfield,Coos,Executive Council,1,D,Beth Funicella,True,2
Milton,Strafford,Executive Council,1,D,Beth Funicella,True,200
Monroe,Grafton,Executive Council,1,D,Beth Funicella,True,21
Moultonborough,Carroll,Executive Council,1,D,Beth Funicella,True,230
New Durham,Strafford,Executive Council,1,D,Beth Funicella,True,141
New Hampton,Belknap,Executive Council,1,D,Beth Funicella,True,141
New London,Merrimack,Executive Council,1,D,Beth Funicella,True,433
Newport,Sullivan,Executive Council,1,D,Beth Funicella,True,259
Northumberland,Coos,Executive Council,1,D,Beth Funicella,True,105
Odell,Coos,Executive Council,1,D,Beth Funicella,True,0
Orange,Grafton,Executive Council,1,D,Beth Funicella,True,23
Orford,Grafton,Executive Council,1,D,Beth Funicella,True,78
Ossipee,Carroll,Executive Council,1,D,Beth Funicella,True,141
Piermont,Grafton,Executive Council,1,D,Beth Funicella,True,33
Pinkham's Grant,Coos,Executive Council,1,D,Beth Funicella,True,0
Pittsburg,Coos,Executive Council,1,D,Beth Funicella,True,42
Plainfield,Sullivan,Executive Council,1,D,Beth Funicella,True,225
Plymouth,Grafton,Executive Council,1,D,Beth Funicella,True,258
Randolph,Coos,Executive Council,1,D,Beth Funicella,True,60
Rumney,Grafton,Executive Council,1,D,Beth Funicella,True,70
Sanbornton,Belknap,Executive Council,1,D,Beth Funicella,True,228
Sandwich,Carroll,Executive Council,1,D,Beth Funicella,True,188
Sargent's Purchase,Coos,Executive Council,1,D,Beth Funicella,True,0
Second College Grant,Coos,Executive Council,1,D,Beth Funicella,True,0
Shelburne,Coos,Executive Council,1,D,Beth Funicella,True,35
Springfield,Sullivan,Executive Council,1,D,Beth Funicella,True,90
Stark,Coos,Executive Council,1,D,Beth Funicella,True,23
Stewartstown,Coos,Executive Council,1,D,Beth Funicella,True,16
Stratford,Coos,Executive Council,1,D,Beth Funicella,True,27
Success,Coos,Executive Council,1,D,Beth Funicella,True,0
Sugar Hill,Grafton,Executive Council,1,D,Beth Funicella,True,34
Sunapee,Sullivan,Executive Council,1,D,Beth Funicella,True,215
Tamworth,Carroll,Executive Council,1,D,Beth Funicella,True,203
Thompson & Meserve's Pur.,Coos,Executive Council,1,D,Beth Funicella,True,0
Thornton,Grafton,Executive Council,1,D,Beth Funicella,True,117
Tilton,Belknap,Executive Council,1,D,Beth Funicella,True,234
Tuftonboro,Carroll,Executive Council,1,D,Beth Funicella,True,122
Wakefield,Carroll,Executive Council,1,D,Beth Funicella,True,178
Warren,Grafton,Executive Council,1,D,Beth Funicella,True,32
Waterville Valley,Grafton,Executive Council,1,D,Beth Funicella,True,34
Wentworth,Grafton,Executive Council,1,D,Beth Funicella,True,25
Wentworth's Location,Coos,Executive Council,1,D,Beth Funicella,True,2
Whitefield,Coos,Executive Council,1,D,Beth Funicella,True,91
Wilmot,Merrimack,Executive Council,1,D,Beth Funicella,True,147
Wolfeboro,Carroll,Executive Council,1,D,Beth Funicella,True,440
Woodstock,Grafton,Executive Council,1,D,Beth Funicella,True,51
Albany,Carroll,Executive Council,1,R,Jerry Thibodeau,False,0
Alexandria,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Alton,Belknap,Executive Council,1,R,Jerry Thibodeau,False,0
Andover,Merrimack,Executive Council,1,R,Jerry Thibodeau,False,0
Ashland,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
At. & Gil. Academy Grant,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Bartlett,Carroll,Executive Council,1,R,Jerry Thibodeau,False,0
Bath,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Bean's Grant,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Bean's Purchase,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Benton,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Berlin,Coos,Executive Council,1,R,Jerry Thibodeau,False,1
Bethlehem,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Bridgewater,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Bristol,Grafton,Executive Council,1,R,Jerry Thibodeau,False,11
Brookfield,Carroll,Executive Council,1,R,Jerry Thibodeau,False,0
Cambridge,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Campton,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Canaan,Grafton,Executive Council,1,R,Jerry Thibodeau,False,1
Carroll,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Center Harbor,Belknap,Executive Council,1,R,Jerry Thibodeau,False,0
Chandler's Purchase,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Chatham,Carroll,Executive Council,1,R,Jerry Thibodeau,False,0
Claremont,Sullivan,Executive Council,1,R,Jerry Thibodeau,False,0
Clarksville,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Colebrook,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Columbia,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Conway,Carroll,Executive Council,1,R,Jerry Thibodeau,False,0
Cornish,Sullivan,Executive Council,1,R,Jerry Thibodeau,False,0
Crawford's Purchase,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Croydon,Sullivan,Executive Council,1,R,Jerry Thibodeau,False,0
Cutt's Grant,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Dalton,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Danbury,Merrimack,Executive Council,1,R,Jerry Thibodeau,False,0
Dix's Grant,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Dixville,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Dorchester,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Dummer,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Easton,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Eaton,Carroll,Executive Council,1,R,Jerry Thibodeau,False,0
Effingham,Carroll,Executive Council,1,R,Jerry Thibodeau,False,0
Ellsworth,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Enfield,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Errol,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Erving's Location,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Franconia,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Freedom,Carroll,Executive Council,1,R,Jerry Thibodeau,False,0
Gilford,Belknap,Executive Council,1,R,Jerry Thibodeau,False,1
Gorham,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Grafton,Grafton,Executive Council,1,R,Jerry Thibodeau,False,1
Grantham,Sullivan,Executive Council,1,R,Jerry Thibodeau,False,0
Green's Grant,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Groton,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Hadley's Purchase,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Hale's Location,Carroll,Executive Council,1,R,Jerry Thibodeau,False,0
Hanover,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Hart's Location,Carroll,Executive Council,1,R,Jerry Thibodeau,False,0
Haverhill,Grafton,Executive Council,1,R,Jerry Thibodeau,False,1
Hebron,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Hill,Merrimack,Executive Council,1,R,Jerry Thibodeau,False,0
Holderness,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Jackson,Carroll,Executive Council,1,R,Jerry Thibodeau,False,0
Jefferson,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Kilkenny,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Laconia,Belknap,Executive Council,1,R,Jerry Thibodeau,False,12
Lancaster,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Landaff,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Lebanon,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Lincoln,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Lisbon,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Littleton,Grafton,Executive Council,1,R,Jerry Thibodeau,False,1
Livermore,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Low & Burbank's Grant,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Lyman,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Lyme,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Madison,Carroll,Executive Council,1,R,Jerry Thibodeau,False,0
Martin's Location,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Meredith,Belknap,Executive Council,1,R,Jerry Thibodeau,False,0
Middleton,Strafford,Executive Council,1,R,Jerry Thibodeau,False,1
Milan,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Millsfield,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Milton,Strafford,Executive Council,1,R,Jerry Thibodeau,False,1
Monroe,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Moultonborough,Carroll,Executive Council,1,R,Jerry Thibodeau,False,0
New Durham,Strafford,Executive Council,1,R,Jerry Thibodeau,False,0
New Hampton,Belknap,Executive Council,1,R,Jerry Thibodeau,False,0
New London,Merrimack,Executive Council,1,R,Jerry Thibodeau,False,0
Newport,Sullivan,Executive Council,1,R,Jerry Thibodeau,False,0
Northumberland,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Odell,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Orange,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Orford,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Ossipee,Carroll,Executive Council,1,R,Jerry Thibodeau,False,0
Piermont,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Pinkham's Grant,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Pittsburg,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Plainfield,Sullivan,Executive Council,1,R,Jerry Thibodeau,False,0
Plymouth,Grafton,Executive Council,1,R,Jerry Thibodeau,False,1
Randolph,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Rumney,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Sanbornton,Belknap,Executive Council,1,R,Jerry Thibodeau,False,1
Sandwich,Carroll,Executive Council,1,R,Jerry Thibodeau,False,0
Sargent's Purchase,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Second College Grant,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Shelburne,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Springfield,Sullivan,Executive Council,1,R,Jerry Thibodeau,False,0
Stark,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Stewartstown,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Stratford,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Success,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Sugar Hill,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Sunapee,Sullivan,Executive Council,1,R,Jerry Thibodeau,False,0
Tamworth,Carroll,Executive Council,1,R,Jerry Thibodeau,False,0
Thompson & Meserve's Pur.,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Thornton,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Tilton,Belknap,Executive Council,1,R,Jerry Thibodeau,False,0
Tuftonboro,Carroll,Executive Council,1,R,Jerry Thibodeau,False,0
Wakefield,Carroll,Executive Council,1,R,Jerry Thibodeau,False,0
Warren,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Waterville Valley,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Wentworth,Grafton,Executive Council,1,R,Jerry Thibodeau,False,1
Wentworth's Location,Coos,Executive Council,1,R,Jerry Thibodeau,False,0
Whitefield,Coos,Executive Council,1,R,Jerry Thibodeau,False,1
Wilmot,Merrimack,Executive Council,1,R,Jerry Thibodeau,False,0
Wolfeboro,Carroll,Executive Council,1,R,Jerry Thibodeau,False,0
Woodstock,Grafton,Executive Council,1,R,Jerry Thibodeau,False,0
Albany,Carroll,Executive Council,1,R,Raymond S. Burton,False,2
Alexandria,Grafton,Executive Council,1,R,Raymond S. Burton,False,1
Alton,Belknap,Executive Council,1,R,Raymond S. Burton,False,2
Andover,Merrimack,Executive Council,1,R,Raymond S. Burton,False,0
Ashland,Grafton,Executive Council,1,R,Raymond S. Burton,False,11
At. & Gil. Academy Grant,Coos,Executive Council,1,R,Raymond S. Burton,False,0
Bartlett,Carroll,Executive Council,1,R,Raymond S. Burton,False,3
Bath,Grafton,Executive Council,1,R,Raymond S. Burton,False,0
Bean's Grant,Coos,Executive Council,1,R,Raymond S. Burton,False,0
Bean's Purchase,Coos,Executive Council,1,R,Raymond S. Burton,False,0
Benton,Grafton,Executive Council,1,R,Raymond S. Burton,False,4
Berlin,Coos,Executive Council,1,R,Raymond S. Burton,False,57
Bethlehem,Grafton,Executive Council,1,R,Raymond S. Burton,False,16
Bridgewater,Grafton,Executive Council,1,R,Raymond S. Burton,False,0
Bristol,Grafton,Executive Council,1,R,Raymond S. Burton,False,5
Brookfield,Carroll,Executive Council,1,R,Raymond S. Burton,False,1
Cambridge,Coos,Executive Council,1,R,Raymond S. Burton,False,0
Campton,Grafton,Executive Council,1,R,Raymond S. Burton,False,20
Canaan,Grafton,Executive Council,1,R,Raymond S. Burton,False,5
Carroll,Coos,Executive Council,1,R,Raymond S. Burton,False,3
Center Harbor,Belknap,Executive Council,1,R,Raymond S. Burton,False,0
Chandler's Purchase,Coos,Executive Council,1,R,Raymond S. Burton,False,0
Chatham,Carroll,Executive Council,1,R,Raymond S. Burton,False,0
Claremont,Sullivan,Executive Council,1,R,Raymond S. Burton,False,7
Clarksville,Coos,Executive Council,1,R,Raymond S. Burton,False,1
Colebrook,Coos,Executive Council,1,R,Raymond S. Burton,False,17
Columbia,Coos,Executive Council,1,R,Raymond S. Burton,False,4
Conway,Carroll,Executive Council,1,R,Raymond S. Burton,False,15
Cornish,Sullivan,Executive Council,1,R,Raymond S. Burton,False,2
Crawford's Purchase,Coos,Executive Council,1,R,Raymond S. Burton,False,0
Croydon,Sullivan,Executive Council,1,R,Raymond S. Burton,False,2
Cutt's Grant,Coos,Executive Council,1,R,Raymond S. Burton,False,0
Dalton,Coos,Executive Council,1,R,Raymond S. Burton,False,3
Danbury,Merrimack,Executive Council,1,R,Raymond S. Burton,False,1
Dix's Grant,Coos,Executive Council,1,R,Raymond S. Burton,False,0
Dixville,Coos,Executive Council,1,R,Raymond S. Burton,False,0
Dorchester,Grafton,Executive Council,1,R,Raymond S. Burton,False,2
Dummer,Coos,Executive Council,1,R,Raymond S. Burton,False,0
Easton,Grafton,Executive Council,1,R,Raymond S. Burton,False,6
Eaton,Carroll,Executive Council,1,R,Raymond S. Burton,False,0
Effingham,Carroll,Executive Council,1,R,Raymond S. Burton,False,3
Ellsworth,Grafton,Executive Council,1,R,Raymond S. Burton,False,0
Enfield,Grafton,Executive Council,1,R,Raymond S. Burton,False,16
Errol,Coos,Executive Council,1,R,Raymond S. Burton,False,4
Erving's Location,Coos,Executive Council,1,R,Raymond S. Burton,False,0
Franconia,Grafton,Executive Council,1,R,Raymond S. Burton,False,38
Freedom,Carroll,Executive Council,1,R,Raymond S. Burton,False,1
Gilford,Belknap,Executive Council,1,R,Raymond S. Burton,False,22
Gorham,Coos,Executive Council,1,R,Raymond S. Burton,False,24
Grafton,Grafton,Executive Council,1,R,Raymond S. Burton,False,7
Grantham,Sullivan,Executive Council,1,R,Raymond S. Burton,False,10
Green's Grant,Coos,Executive Council,1,R,Raymond S. Burton,False,0
Groton,Grafton,Executive Council,1,R,Raymond S. Burton,False,4
Hadley's Purchase,Coos,Executive Council,1,R,Raymond S. Burton,False,0
Hale's Location,Carroll,Executive Council,1,R,Raymond S. Burton,False,0
Hanover,Grafton,Executive Council,1,R,Raymond S. Burton,False,19
Hart's Location,Carroll,Executive Council,1,R,Raymond S. Burton,False,0
Haverhill,Grafton,Executive Council,1,R,Raymond S. Burton,False,42
Hebron,Grafton,Executive Council,1,R,Raymond S. Burton,False,5
Hill,Merrimack,Executive Council,1,R,Raymond S. Burton,False,0
Holderness,Grafton,Executive Council,1,R,Raymond S. Burton,False,17
Jackson,Carroll,Executive Council,1,R,Raymond S. Burton,False,11
Jefferson,Coos,Executive Council,1,R,Raymond S. Burton,False,12
Kilkenny,Coos,Executive Council,1,R,Raymond S. Burton,False,0
Laconia,Belknap,Executive Council,1,R,Raymond S. Burton,False,143
Lancaster,Coos,Executive Council,1,R,Raymond S. Burton,False,25
Landaff,Grafton,Executive Council,1,R,Raymond S. Burton,False,13
Lebanon,Grafton,Executive Council,1,R,Raymond S. Burton,False,29
Lincoln,Grafton,Executive Council,1,R,Raymond S. Burton,False,5
Lisbon,Grafton,Executive Council,1,R,Raymond S. Burton,False,13
Littleton,Grafton,Executive Council,1,R,Raymond S. Burton,False,56
Livermore,Grafton,Executive Council,1,R,Raymond S. Burton,False,0
Low & Burbank's Grant,Coos,Executive Council,1,R,Raymond S. Burton,False,0
Lyman,Grafton,Executive Council,1,R,Raymond S. Burton,False,9
Lyme,Grafton,Executive Council,1,R,Raymond S. Burton,False,8
Madison,Carroll,Executive Council,1,R,Raymond S. Burton,False,3
Martin's Location,Coos,Executive Council,1,R,Raymond S. Burton,False,0
Meredith,Belknap,Executive Council,1,R,Raymond S. Burton,False,11
Middleton,Strafford,Executive Council,1,R,Raymond S. Burton,False,0
Milan,Coos,Executive Council,1,R,Raymond S. Burton,False,12
Millsfield,Coos,Executive Council,1,R,Raymond S. Burton,False,0
Milton,Strafford,Executive Council,1,R,Raymond S. Burton,False,0
Monroe,Grafton,Executive Council,1,R,Raymond S. Burton,False,9
Moultonborough,Carroll,Executive Council,1,R,Raymond S. Burton,False,6
New Durham,Strafford,Executive Council,1,R,Raymond S. Burton,False,1
New Hampton,Belknap,Executive Council,1,R,Raymond S. Burton,False,7
New London,Merrimack,Executive Council,1,R,Raymond S. Burton,False,4
Newport,Sullivan,Executive Council,1,R,Raymond S. Burton,False,6
Northumberland,Coos,Executive Council,1,R,Raymond S. Burton,False,19
Odell,Coos,Executive Council,1,R,Raymond S. Burton,False,0
Orange,Grafton,Executive Council,1,R,Raymond S. Burton,False,7
Orford,Grafton,Executive Council,1,R,Raymond S. Burton,False,18
Ossipee,Carroll,Executive Council,1,R,Raymond S. Burton,False,10
Piermont,Grafton,Executive Council,1,R,Raymond S. Burton,False,10
Pinkham's Grant,Coos,Executive Council,1,R,Raymond S. Burton,False,0
Pittsburg,Coos,Executive Council,1,R,Raymond S. Burton,False,3
Plainfield,Sullivan,Executive Council,1,R,Raymond S. Burton,False,13
Plymouth,Grafton,Executive Council,1,R,Raymond S. Burton,False,29
Randolph,Coos,Executive Council,1,R,Raymond S. Burton,False,8
Rumney,Grafton,Executive Council,1,R,Raymond S. Burton,False,19
Sanbornton,Belknap,Executive Council,1,R,Raymond S. Burton,False,5
Sandwich,Carroll,Executive Council,1,R,Raymond S. Burton,False,2
Sargent's Purchase,Coos,Executive Council,1,R,Raymond S. Burton,False,0
Second College Grant,Coos,Executive Council,1,R,Raymond S. Burton,False,0
Shelburne,Coos,Executive Council,1,R,Raymond S. Burton,False,5
Springfield,Sullivan,Executive Council,1,R,Raymond S. Burton,False,3
Stark,Coos,Executive Council,1,R,Raymond S. Burton,False,12
Stewartstown,Coos,Executive Council,1,R,Raymond S. Burton,False,1
Stratford,Coos,Executive Council,1,R,Raymond S. Burton,False,2
Success,Coos,Executive Council,1,R,Raymond S. Burton,False,0
Sugar Hill,Grafton,Executive Council,1,R,Raymond S. Burton,False,11
Sunapee,Sullivan,Executive Council,1,R,Raymond S. Burton,False,3
Tamworth,Carroll,Executive Council,1,R,Raymond S. Burton,False,8
Thompson & Meserve's Pur.,Coos,Executive Council,1,R,Raymond S. Burton,False,0
Thornton,Grafton,Executive Council,1,R,Raymond S. Burton,False,9
Tilton,Belknap,Executive Council,1,R,Raymond S. Burton,False,9
Tuftonboro,Carroll,Executive Council,1,R,Raymond S. Burton,False,4
Wakefield,Carroll,Executive Council,1,R,Raymond S. Burton,False,3
Warren,Grafton,Executive Council,1,R,Raymond S. Burton,False,12
Waterville Valley,Grafton,Executive Council,1,R,Raymond S. Burton,False,1
Wentworth,Grafton,Executive Council,1,R,Raymond S. Burton,False,8
Wentworth's Location,Coos,Executive Council,1,R,Raymond S. Burton,False,0
Whitefield,Coos,Executive Council,1,R,Raymond S. Burton,False,21
Wilmot,Merrimack,Executive Council,1,R,Raymond S. Burton,False,0
Wolfeboro,Carroll,Executive Council,1,R,Raymond S. Burton,False,0
Woodstock,Grafton,Executive Council,1,R,Raymond S. Burton,False,7
Albany,Carroll,Executive Council,1,,Scatter,False,0
Alexandria,Grafton,Executive Council,1,,Scatter,False,0
Alton,Belknap,Executive Council,1,,Scatter,False,3
Andover,Merrimack,Executive Council,1,,Scatter,False,0
Ashland,Grafton,Executive Council,1,,Scatter,False,11
At. & Gil. Academy Grant,Coos,Executive Council,1,,Scatter,False,0
Bartlett,Carroll,Executive Council,1,,Scatter,False,0
Bath,Grafton,Executive Council,1,,Scatter,False,0
Bean's Grant,Coos,Executive Council,1,,Scatter,False,0
Bean's Purchase,Coos,Executive Council,1,,Scatter,False,0
Benton,Grafton,Executive Council,1,,Scatter,False,0
Berlin,Coos,Executive Council,1,,Scatter,False,2
Bethlehem,Grafton,Executive Council,1,,Scatter,False,1
Bridgewater,Grafton,Executive Council,1,,Scatter,False,0
Bristol,Grafton,Executive Council,1,,Scatter,False,0
Brookfield,Carroll,Executive Council,1,,Scatter,False,0
Cambridge,Coos,Executive Council,1,,Scatter,False,0
Campton,Grafton,Executive Council,1,,Scatter,False,0
Canaan,Grafton,Executive Council,1,,Scatter,False,1
Carroll,Coos,Executive Council,1,,Scatter,False,0
Center Harbor,Belknap,Executive Council,1,,Scatter,False,0
Chandler's Purchase,Coos,Executive Council,1,,Scatter,False,0
Chatham,Carroll,Executive Council,1,,Scatter,False,0
Claremont,Sullivan,Executive Council,1,,Scatter,False,2
Clarksville,Coos,Executive Council,1,,Scatter,False,0
Colebrook,Coos,Executive Council,1,,Scatter,False,1
Columbia,Coos,Executive Council,1,,Scatter,False,0
Conway,Carroll,Executive Council,1,,Scatter,False,1
Cornish,Sullivan,Executive Council,1,,Scatter,False,1
Crawford's Purchase,Coos,Executive Council,1,,Scatter,False,0
Croydon,Sullivan,Executive Council,1,,Scatter,False,0
Cutt's Grant,Coos,Executive Council,1,,Scatter,False,0
Dalton,Coos,Executive Council,1,,Scatter,False,16
Danbury,Merrimack,Executive Council,1,,Scatter,False,1
